,sentence_1_re_j,sentence_2_re_j,label,binary-label
225,예산 낭비를 막아주세요,예산 낭비 중지,4.0,1.0
226,그런 거 보면 배우란 해내면 참 좋은 직업 갖기도 하고 실제 현장에서 고생하는 거 보면 아닌 것 같기도 하고 배우 일이 아무리 고단해봐야 아무리 막노동만 할까,그러고 보니 배우가 할 수만 있다면 정말 좋은 직업을 가질 때도 있고 현실에서 열심히 하는 모습을 보면 별것 아닌 것 같기도 하고,2.8,1.0
227,수지 목소리 너무 좋아,소소한 재미 여탯껏 삶을 다시 돌아보게 하는 영화,0.0,0.0
228,최근에는 클린 코드에 관심이 많아 코드에 코를 들이 박고 다니신다고 하셔서 바로 serious python 스터디 영업했습니다,ux writing에 관심이 생겨 관련 책을 읽어보고 있습니다,0.2,0.0
229,이런저런 회사 이야기 나누다가 장안의 화제 오징어 게임 이야기가 나왔는데 이 정재 성대모사 비법도 알려주셨어요,다음에 뵐 때는 오징어 게임 오일 남 성 대모사를 해주시겠다고 하셔서 기대하고 있겠습니다,1.0,0.0
230,딱 세 군데만 알려드릴 게 용,수정본이 오면 보여드릴게요,0.0,0.0
231,미투 운동에 자영업자 울고 있습니다,적폐 청산에 억울함을 호소합니다,0.0,0.0
232,환경부가 4대강 중 남한강 이포보 개방으로 모래톱 드러나고 조개 폐사 위기가 닥치자 매일 10명이 재첩 주워다 강 속으로 던져 세금 1300만 원 들어갔습니다,이슬람 이집트 난민이 인천공항으로 몰리고 있습니다,0.0,0.0
233,끝이 너무 허무해,결말이 너무 허무하다,3.6,1.0
234,님도 당근 좋아하세요,님 오시나요,0.4,0.0
235,대한민국 국민들이 궁금해하고 있습니다,한국 사람들은 호기심이 많습니다,2.0,0.0
236,나이가 많은 청년들이 살 수 있게 해주세요,청년들이 살 기 좋은 나라로 만들어 주십시오,2.0,0.0
237,어 저 되게 갸륵하게 나왔네요,자꾸 이 러시 면 또 쪄갑니다,0.0,0.0
238,유류비도 주유소와 짜고,건설기계 덤프트럭 굴삭기 지게차 등 유류세비 지원 바랍니다,0.4,0.0
239,이렇게 가슴을 답답하게 만드는 영화가 있었나,드라마가 전달해 준 메시지가 가슴을 찡하게 합니다,0.4,0.0
240,2018년 군인 월급 인상 1월부터 적용 안 된다고 하는데 그렇게 될 경우 2월에 소급하여 지급해 주세요,상가임대차보호법 소급 적용 및 소급 차 등 적용 제안합니다,0.0,0.0
241,미국인들은 재밌을 수도 있겠네요,일본인 입장에서 이렇게 만들기 쉽지 않았을 텐데 대단하네요,0.0,0.0
242,각자 식사를 하면서 느긋하게 진행하였습니다,각자 여유롭게 식사를 하는 과정을 거쳤습니다,3.0,1.0
243,한심하다 한심해,어이가 없어서,0.6,0.0
244,줄거리가 완전 스포일러 엔딩까지 다 나와 있네,흔한 줄거리 뻔한 반전에 어이없어하고 있는데 영화가 끝난 다 헤헤,2.0,0.0
245,스토리 정말 유치하다,이야기는 유치하고,4.2,1.0
246,더 이상의 액션 영화는 나오기 힘들 듯,드라마는커녕 액션도 못 봐주겠다,0.8,0.0
247,강력사건 범죄자의 신상을 공개하라,범죄자 신상 공개하고 강력 처벌 부탁드립니다,3.0,1.0
248,333 너무 맛있습니다,엄청 엄청 맛있습니다,4.0,1.0
249,여성 가족부 없앱시다,여성가족부 사라져야 합니다,4.2,1.0
250,이민 가 고 싶네요,모두 이 빈 갑 시다,2.4,0.0
251,저 두 날짜 당겨졌더라고 요,앗 저도 알림 없이 당겨졌더라고요,2.8,1.0
252,참으로 모든 양 님들은 츄르를 좋아하시나요,모든 고양이는 정말 츄어를 좋아합니까,4.0,1.0
253,화성인 프로만 나오면 바로 채널 돌리게 되네요,생각 없이 채널 돌리다가 몇 번이나 보게 되었는데 최고요,1.4,0.0
254,노래는 좋았으나 스토리가 말아 먹음,노래는 좋았는데 스토리가 망했어,3.8,1.0
255,조두순 출소 반대 재심,조두순 출소 금지 재심 청구합니다,3.6,1.0
256,정말 있어 보이네요,가족용 같아 보이는데요,0.0,0.0
257,무려 한 시간 동안 이야기 나눴습니다,우리는 한 시간 넘게 이야기를 나눴다,3.4,1.0
258,보면서 얼마나 울었는지 모른다,학교에서 보고 너무 슬퍼서 울었어요,3.0,1.0
259,오토바이 이륜차 보행자 횡단보도 사용 금지 입법 조치,횡단보도에서 오토바이 이륜차 사용을 금지하는 입법 조치,4.8,1.0
260,오페라 문외한인데도 불구하고 이 작품이 왜 유명한 지 알 것 같더군요,이런 영화를 보면 주성치가 왜 대단한 지 알 수 있다,0.0,0.0
261,클라이밍도 언제 한 번 배워보고 싶네요,나도 언젠가는 등반을 배우 고 싶다,3.8,1.0
262,현실성 없는 상투적인 결말,뭐 하자는 건지 알 수 없는 결말,1.4,0.0
263,먼저 들어온 사람들은 야외 왼쪽 피크닉존에 옹기종기 모여서 캠프파이어 중입니다,먼저 들어온 사람들이 왼편 야외 피크닉장에 모여 모닥불을 피우고 있다,4.0,1.0
264,어느 놈이 이거 만 들었냐,누가 만든 거야,3.4,1.0
265,보통 남자분들은 레깅스 반바지 조합하시더라고 용,저희 옛날에 아주 조그마한 인연이 있더라고요,0.0,0.0
266,와 j bout 가셨는데 동부지구 안 부르셔서 다소 섭섭하지만 바이브는 상당하네요,hoxy 동부에 살고 계신 분이 계시다면 조용히 당근을 흔들어 주세요,0.6,0.0
267,한 번만 눌러주시면 됩니다,함께 진행해 주시면 됩니다,0.0,0.0
268,좀 더 진지하고 어둡게 만들었더라,더 재치 있고 더 세련되게 덜 노골적으로 만들 수 있었다,0.0,0.0
269,진짜 별로 스토리도 그렇고 배우 구성도 그렇고,정말 좋지 않습니다 스토리도 배우도 똑같다,3.2,1.0
270,그래서인지 nf를 보유한 분들과 잘 맞는 편이고 enfp 친구들이 특히 많다고 하시네요,네네 enfp 진짜 많으세요,1.6,0.0
271,나는 네가 이 영화를 보고 어떤 욕을 할지 알고 있다,너희가 이 영화를 봤느뇨,1.2,0.0
272,서울에 두고 오는 바람에 많이 사용하지 못하고 있지만 가성비 좋은 것 같습니다,서울에 두고 와서 많이 사용하지는 못했는데 가성비가 좋은 것 같습니다,4.2,1.0
273,정확한 카페인 함량 표시를 의무화해주세요,건물 내진 설계를 더 강화하고 의무화해주세요,0.4,0.0
274,정말 고생 많으십니다,대통령님 훌륭하십니다,0.0,0.0
275,사람의 호흡이 척척 들어맞는 캐릭터가 재미있다,황당할 정도로 퀄리티가 좋지만 사랑할 만한 캐릭터가 없다는 것이 가장 큰 문제이다,0.6,0.0
276,블라인드 채용하는 곳이 많았으면 좋겠습니다,블라인드를 사용하는 곳이 더 많아졌으면 좋겠습니다,0.6,0.0
277,저도 아침에 받았었어요,헉 그동안 감사했습니다,0.0,0.0
278,교감 공모제를 합시다,무자격 교장 공모제 전면 확대 폐지,1.0,0.0
279,이거 보고 재밌다고 한 혹 우잇는가,이거 보면 재밌을 것 같은데요,0.4,0.0
280,기대하고 봤는데 기 대 이하인 것아요,기대했는데 기 대 이하입니다,4.4,1.0
281,소재와 스토리의 완벽한 조화,스토리와 영상미의 완벽한 조화,2.0,0.0
282,개인적으로 가사가 공감되는 곡입니다,뭔가 새벽 갬성에 맞는 곡 선정입니다,0.8,0.0
283,인생이란 어떻게 될지 모르는 듯,인생이 어떻게 될지 모르는 것과 같습니다,3.4,1.0
284,정말 즐거웠어요,정말 즐거웠습니다,4.6,1.0
285,앞으로도 잘 부탁드려요,앞으로도 참고해야겠네요,0.4,0.0
286,국민연금 중도 반환도 검토해 주세요,국민연금 중기 신고를 확인해 주세요,2.2,0.0
287,국산 스릴러 중 이런 영화 나오기 힘든 데,왜 한국 공포 스릴러 폰 이후 획기적인 영화가 나오지 않는가,1.2,0.0
288,징벌적 손해 배상을 청원합니다,징벌적 손해배상제도 도입을 청원합니다,4.0,1.0
289,당 충전 지원비 지지합니다,충전 지원비를 지원합니다,2.8,1.0
290,아직은 낯선 컬트식 영화,지극히 일본 스타일의 영화 외국인에겐 천국보다 낯선,0.0,0.0
291,대장금 년에 봤을 때 그 기분이네요,드라마 보는 나까지 설레네요,0.0,0.0
292,책상 크기 고려하면 아이맥스 환경으로 업무를 하시겠군 요,저 크기 터치 화면이었다면 마이 노리 티 리포트 느낌으로 일하실 듯 슈수,0.0,0.0
293,우악 너무 산뜻한 이 느낌 무엇 두 분 함께 흥분 출시 발 산하시면 오피스쯤은 가 병이 들었다 놓으실 것 같은 느낌이 여요,와 이 상쾌한 기분 둘이서 같이 신나면 사무실도 풀려날 것 같은 느낌,2.6,1.0
294,님과 지난주 산책했습니다,지난주에 님과 산책을 다녀왔어요,4.2,1.0
295,정신건강 교육 의무화 청원,여성 군 복무의무화 청원합니다,0.6,0.0
296,가발도 정말 허술하게 쓰고 착 신아리 수준,조자룡 도 완전 딴사람으로 만들어 놓고,0.0,0.0
297,두 명에서 이렇게 끌고 나갈 수 있다니,2명이 이렇게 당길 수 있어요,2.2,0.0
298,앗 저는 권한이 없는지 안 보이는 것 같네요,아 허락을 받았는지 안 보이네요,2.8,1.0
299,편안히 죽고 싶습니다,편하게 살고 싶습니다,0.4,0.0
300,대한민국 미래 im f 경제부도,한국 미래 im f 경제 파산,4.0,1.0
301,그린벨트 풀지 말고 금리를 인상하시라고요,제발 그린벨트 해제는 그만 거론해 주세요,1.8,0.0
302,국회의원 축소법 발의 해주세요,국회의원 급여 최저시급으로 적용해 주세요,1.4,0.0
303,배우 장근석의 병역 비리 조사해 주세요,권성동 국회의원 강원랜드 불법 취업 조사해 주세요,0.6,0.0
304,가상화폐 제도권 도입 찬성 의견,가상화폐 폐지 반대가 사이 정부 폐지 찬성,1.2,0.0
305,영화라는 매체가 줄 수 있는 해야만 하는 강력한 힘,영화라는 매체가 줄 수 있는 강력한 힘,3.6,1.0
306,시작하면서 끝까지 흐르는 쇼팽 음악은 점 만점이다,로맨틱한 재즈 음악이 흐를 땐 정말 아름답습니다,0.6,0.0
307,엇 넵 바로 아시는군요,아 네 바로 알 수 있습니다,2.8,1.0
308,모니터 굉장하네요,모니터 정말 좋아요,4.0,1.0
309,목소리가 영화를 이렇게 망칠 수도 있구나 생각이 드네요,물론 영화 보고 묘한 느낌에 이런 식으로 접근할 수도 있구나 하는 생각은 든다,1.2,0.0
310,오오오 휴가라 이런 정보 글을 이제 봤네요,오오 이런 게 있었군요,0.6,0.0
311,그냥 별생각 없이 기 대 없이 봤는데 초반 살짝 지루했는데 볼수록 재밌고 빠져들고 막판 결정타까지 여운도 남고 이 영화 매력 넘치네,별생각도 기 대도 없이 그냥 봤다 초반에는 조금 지루했는데 보면 볼수록 재미있고 몰입감이 좋습니다,3.0,1.0
312,여학생 겨울 교복 통일화,중고등학생 교복 자유화 교복 자유화,1.5,0.0
313,호호 자주 얘기 더해요,호호 암턴 자주 티타임 해요,1.4,0.0
314,옛날 영화 말고요,이건 드라마 보다 더 드라마,0.0,0.0
315,내 불면증을 해결해 줌,불면증 있는 분들에게 적극 추천,2.6,1.0
316,백화점 중간 관리자입니다,백화점 실태 이대론 안 됩니다,0.6,0.0
317,민생법안과 판 문 좀 국 회 동의안 실행하자,국회 해산을 위한 대책을 마련하고 실행하라,0.6,0.0
318,일탈을 꿈꾸는 대 소녀의 심리를 잘 묘사한 영화,도화지같이 하얀 미장센과 프레임을 통해 애인을 그리워하는 주인공의 심리가 굉장히 잘 연출된 작품이다,0.2,0.0
319,각종 특혜를 없애주세요,학생 봉사활동 시간을 없애주세요,0.2,0.0
320,대북 정책을 강경 노선으로 바꿔주세요,대북 정책을 강경하게 바꿔주세요,4.2,1.0
321,언제나 감사드립니다,항상 감사합니다,4.2,1.0
322,후기 알려드리겠습니다,후기를 알려드립니다,4.0,1.0
323,깜빡하고 이제야 올리네요,끝나고 계속 회의가 있어서 깜빡하고 이제 올리네요,3.0,1.0
324,비가 많이 오네요,의지가 활활 불타네요,0.0,0.0
325,미세먼지 합의를 간곡히 부탁합니다,길거리 흡연 문제 간곡히 부탁드립니다,0.4,0.0
326,킬링타임 용도 아님,무슨 이건 킬링타임 용도 안 됨,3.4,1.0
327,영화 자체는 괜찮았지만 결론적으로 대 중성이 없음,기획은 괜찮았지만 영화로서는 그냥 책으로 만들었으면 하는 그런 정도,1.2,0.0
328,산재근로자 비급여 인정과 사업주 형사 책임,무급 근로 재산 및 사용자의 형사 책임 인정,1.6,0.0
329,엄청난 영화네요,정말 괜찮은 영화입니다,3.0,1.0
330,종종 연구와 사업 사이 궁금한 점이 생길 때마다 리모션 드리겠습니다,문제와 관련해서 두 가지 궁금한 점이 있는데요,0.6,0.0
331,요즘은 어떤 일들을 진행하고 있는지 더불어 소소한 동네 이야기를 나눴는데 알고 보니 시간을 초월한 동네 주민이었던 걸 알았습니다,요즘 하고 있는 일과 함께 작은 마을 이야기를 나누다 보니 시간을 초월한 동네 주민이라는 걸 알게 됐다,3.6,1.0
332,다음 주에 진행할 마스터 클래스 안내하며 나갈 정보입니다,마스터 클래스 반응이 폭발적으로 좋습니다,1.2,0.0
333,한국말 너무 유창하시고 wow도 정말 유창하십니다,그는 한국어에 매우 유창하고 와우도 매우 유창합니다,4.0,1.0
334,콜센터에게 감정 폭력 하는 사람에게 처벌해 주세요,길거리 담배 피우는 사람에게도 과태료 부과해 주세요,0.0,0.0
335,나름 잘 짜인 구성,잘 짜인 시나리오 재미있는 이야기 유려한 편집,2.6,1.0
336,주제의식도 너무 느슨하다,성행위 장면이 너무 더럽고 싸구려 픽 하다,0.0,0.0
337,여성 소방관 체력 시험 기준 상향은 불공평합니다 그럼 남녀 구분 말고 뽑아주십시오,모든 공무원 시험의 한국사 과목은 한국사 능력 검정시험으로 통일해야 합니다,0.0,0.0
338,개를 가축에서 제외해 주세요,개를 가축에서 제외하자는 청원을 반대합니다,1.0,0.0
339,테스트 중이라서 이 채널에 알람은 꺼 주셔도 좋습니다,빠진 프로젝트가 있으면 자유롭게 추가해 주셔도 좋습니다,0.0,0.0
340,정말로 부탁드려요 한 번만 더,부탁드립니다 한 번만 읽어주세요,2.6,1.0
341,오늘이 최종 회여서 정말 x 아쉬워요,오늘이 마지막이라니 정말 아쉽다는,4.0,1.0
342,정 형식 판사 감사 요청,정 형식 판사 감사 요청,5.0,1.0
343,우앙 정말 멋진 포부네요,우애 너무 예쁜 아이디어에요,1.2,0.0
344,폭력 영화 자극적이고 실험적이라고 예술인가,도발적이고 실험적인 폭력 영화 예술인가,3.4,1.0
345,중고등학교 교복을 없애주세요,중고등학교에 미디어 과목을 만들어 주시길,0.6,0.0
346,심재철 회의 두 번에 9천만 원 사실인가요,생각해 보니 오늘 12 아닌가요,0.0,0.0
347,재미겠네요,오 재미있네,1.8,0.0
348,일용노동자의 위상,일용직 노동자들의 사투,1.2,0.0
